year,fips,Median_Household_Income_in_Dollars,All_Ages_in_Poverty_Percent
1997,29163,"$29,673",13.5
1996,29163,NA,NA
1995,29163,"$26,628",16.1
1993,29163,"$25,104",17
1989,29163,"$21,151",16.5
2015,29165,"$72,548",7.6
2014,29165,"$70,874",6.9
2013,29165,"$68,411",7.7
2012,29165,"$67,299",7
2011,29165,"$63,676",7.3
2010,29165,"$67,791",7.3
2009,29165,"$65,877",6.5
2008,29165,"$67,134",6.7
2007,29165,"$64,387",6.2
2006,29165,"$63,158",6.4
2005,29165,"$61,386",6.1
2004,29165,"$61,030",5.7
2003,29165,"$60,117",5.5
2002,29165,"$59,141",5
2001,29165,"$58,445",4.7
2000,29165,"$59,234",4.2
1999,29165,"$56,372",4.9
1998,29165,"$56,430",4.7
1997,29165,"$52,960",4.9
1996,29165,NA,NA
1995,29165,"$48,702",5
1993,29165,"$45,089",6.5
1989,29165,"$39,961",4.3
2015,29167,"$41,326",17.5
2014,29167,"$38,344",18.1
2013,29167,"$38,023",20
2012,29167,"$37,677",22.3
2011,29167,"$38,112",20.2
2010,29167,"$34,837",21
2009,29167,"$35,652",22.8
2008,29167,"$38,314",17.4
2007,29167,"$35,160",17.3
2006,29167,"$33,721",19.1
2005,29167,"$33,303",20
2004,29167,"$32,737",16.3
2003,29167,"$31,402",14.9
2002,29167,"$30,075",15.5
2001,29167,"$29,537",15.4
2000,29167,"$30,331",14.7
1999,29167,"$29,024",15
1998,29167,"$28,105",15.8
1997,29167,"$26,487",16.6
1996,29167,NA,NA
1995,29167,"$24,740",17.7
1993,29167,"$22,029",19.3
1989,29167,"$19,001",16.3
2015,29169,"$46,756",16.2
2014,29169,"$47,227",15.9
2013,29169,"$49,499",15.1
2012,29169,"$46,579",15.5
2011,29169,"$49,600",13.3
2010,29169,"$48,374",15.1
2009,29169,"$45,073",14.1
2008,29169,"$44,540",14
2007,29169,"$42,011",13.9
2006,29169,"$40,904",14.4
2005,29169,"$40,302",14
2004,29169,"$39,094",13.6
2003,29169,"$37,764",12.2
2002,29169,"$36,427",11.9
2001,29169,"$35,155",12.4
2000,29169,"$35,824",11.8
1999,29169,"$33,882",11.9
1998,29169,"$33,694",13.1
1997,29169,"$31,701",14.3
1996,29169,NA,NA
1995,29169,"$27,028",15.7
1993,29169,"$26,363",17.2
1989,29169,"$22,731",13.7
2015,29171,"$37,286",18
2014,29171,"$34,684",18.6
2013,29171,"$34,106",17.9
2012,29171,"$35,217",18.5
2011,29171,"$34,146",18.8
2010,29171,"$32,643",19.5
2009,29171,"$31,864",18.9
2008,29171,"$32,887",18.2
2007,29171,"$30,791",18.6
2006,29171,"$31,308",17.2
2005,29171,"$29,994",18.3
2004,29171,"$30,182",14.8
2003,29171,"$28,019",13.8
2002,29171,"$27,087",14.9
2001,29171,"$26,745",16
2000,29171,"$27,446",15
1999,29171,"$25,784",15.6
1998,29171,"$23,990",16.8
1997,29171,"$23,135",17.5
1996,29171,NA,NA
1995,29171,"$19,596",19.3
1993,29171,"$18,471",19.9
1989,29171,"$15,473",19.2
2015,29173,"$51,015",11.5
2014,29173,"$51,738",11.6
2013,29173,"$49,393",11.4
2012,29173,"$47,429",11.3
2011,29173,"$46,640",12
2010,29173,"$43,763",11
2009,29173,"$47,890",11.4
2008,29173,"$47,865",10.6
2007,29173,"$42,081",10.8
2006,29173,"$42,970",10.6
2005,29173,"$42,433",10.3
2004,29173,"$41,559",9.9
2003,29173,"$38,619",9.1
2002,29173,"$37,472",9.2
2001,29173,"$37,445",9.3
2000,29173,"$37,964",8.6
1999,29173,"$35,916",9.1
1998,29173,"$34,743",9.7
1997,29173,"$31,825",12
1996,29173,NA,NA
1995,29173,"$29,637",13
1993,29173,"$27,548",12
1989,29173,"$23,738",11.7
2015,29175,"$39,976",20
2014,29175,"$41,346",18.3
2013,29175,"$38,988",22.4
2012,29175,"$38,882",19.5
2011,29175,"$36,590",18.8
2010,29175,"$37,537",17.7
2009,29175,"$33,980",20.9
2008,29175,"$37,684",17.8
2007,29175,"$36,556",16.9
2006,29175,"$34,715",16.4
2005,29175,"$33,052",16.7
2004,29175,"$33,853",15.3
2003,29175,"$32,205",13.4
2002,29175,"$30,914",14.3
2001,29175,"$30,618",13.8
2000,29175,"$31,919",13
1999,29175,"$30,594",12
1998,29175,"$29,349",14.1
1997,29175,"$27,987",16.8
1996,29175,NA,NA
1995,29175,"$25,679",18
1993,29175,"$24,542",19.1
1989,29175,"$22,132",15.7
2015,29177,"$54,361",11.1
2014,29177,"$51,986",15.3
2013,29177,"$52,430",13.2
2012,29177,"$48,680",11.3
2011,29177,"$52,222",12.1
2010,29177,"$50,278",11.1
2009,29177,"$51,326",10
2008,29177,"$51,965",9.8
2007,29177,"$50,761",9
2006,29177,"$48,742",10.1
2005,29177,"$46,503",9.3
2004,29177,"$46,167",9.5
2003,29177,"$44,099",8.4
2002,29177,"$43,215",8.1
2001,29177,"$42,705",8.1
2000,29177,"$42,837",7.5
1999,29177,"$40,706",7.9
1998,29177,"$38,720",8.9
1997,29177,"$36,927",9.7
1996,29177,NA,NA
1995,29177,"$33,877",10.3
1993,29177,"$31,417",12.1
1989,29177,"$26,594",9.6
2015,29179,"$34,076",21.5
2014,29179,"$31,820",21.5
2013,29179,"$32,089",23.3
2012,29179,"$30,093",26.7
2011,29179,"$29,475",26.9
2010,29179,"$29,819",24
2009,29179,"$29,519",25
2008,29179,"$30,482",21
2007,29179,"$29,820",22.1
2006,29179,"$29,625",23
2005,29179,"$29,408",22.9
2004,29179,"$27,544",18.3
2003,29179,"$25,782",18.2
2002,29179,"$24,712",20.9
2001,29179,"$24,650",21.2
2000,29179,"$25,794",20.1
1999,29179,"$24,626",19.8
1998,29179,"$23,466",21.1
1997,29179,"$22,584",23.3
1996,29179,NA,NA
1995,29179,"$21,930",23.7
1993,29179,"$18,645",23.9
1989,29179,"$15,872",26.2
2015,29181,"$34,069",25.4
2014,29181,"$30,019",25.1
2013,29181,"$30,843",23.6
2012,29181,"$29,942",27.4
2011,29181,"$27,794",25.9
2010,29181,"$29,213",26.6
2009,29181,"$28,141",24.6
2008,29181,"$27,737",25.6
2007,29181,"$27,961",23.9
2006,29181,"$26,675",23.3
2005,29181,"$26,264",26.6
2004,29181,"$25,930",21.9
2003,29181,"$25,295",19.2
2002,29181,"$23,708",20.7
2001,29181,"$23,088",20.7
2000,29181,"$23,663",20.5
1999,29181,"$22,694",21.6
1998,29181,"$20,792",23.5
1997,29181,"$19,671",26
1996,29181,NA,NA
1995,29181,"$18,519",28.5
1993,29181,"$15,555",30.4
1989,29181,"$12,531",34.7
2015,29183,"$74,009",6.3
2014,29183,"$74,220",6.8
2013,29183,"$70,468",6.4
2012,29183,"$70,456",7.1
2011,29183,"$67,074",6
2010,29183,"$65,281",6.1
2009,29183,"$68,669",5.1
2008,29183,"$72,428",5
2007,29183,"$67,611",4.6
2006,29183,"$65,059",5.2
2005,29183,"$63,463",4.8
2004,29183,"$64,581",5.4
2003,29183,"$63,251",4.9
2002,29183,"$61,236",4.3
2001,29183,"$59,794",4.2
2000,29183,"$59,894",4.1
1999,29183,"$57,415",4.5
1998,29183,"$57,182",4.3
1997,29183,"$54,759",4.7
1996,29183,NA,NA
1995,29183,"$50,932",5
1993,29183,"$46,104",6.4
1989,29183,"$41,555",3.9
2015,29185,"$35,128",22.6
2014,29185,"$33,986",21.7
2013,29185,"$30,612",26.4
2012,29185,"$31,503",24.7
2011,29185,"$30,098",24.1
2010,29185,"$30,998",21.2
2009,29185,"$30,457",21.9
2008,29185,"$31,312",21.6
2007,29185,"$30,283",21.7
2006,29185,"$29,165",21.1
2005,29185,"$30,130",21.1
2004,29185,"$27,390",18.4
2003,29185,"$26,520",16.8
2002,29185,"$25,468",18.4
2001,29185,"$25,288",18.5
2000,29185,"$26,193",17
1999,29185,"$25,044",16.8
1998,29185,"$24,076",18.4
1997,29185,"$23,256",19.2
1996,29185,NA,NA
1995,29185,"$20,849",20.8
1993,29185,"$18,992",21.7
1989,29185,"$15,305",22.4
2015,29186,"$52,806",10.9
2014,29186,"$46,874",13.1
2013,29186,"$48,266",12.3
2012,29186,"$48,977",11.8
2011,29186,"$48,217",12.1
2010,29186,"$48,031",11.2
2009,29186,"$48,963",11.7
2008,29186,"$50,542",10.3
2007,29186,"$47,393",11.4
2006,29186,"$46,248",10.2
2005,29186,"$50,632",10.2
2004,29186,"$42,951",9.9
2003,29186,"$42,377",8.7
2002,29186,"$40,745",8.5
2001,29186,"$39,918",8.6
2000,29186,"$40,655",8.2
1999,29186,"$39,080",9.3
1998,29186,"$38,500",9.7
1997,29186,"$37,170",9.4
1996,29186,NA,NA
1995,29186,"$34,314",9.7
1993,29186,"$31,522",10.8
1989,29186,"$27,177",8.2
2015,29187,"$41,222",18.2
2014,29187,"$40,376",20.3
2013,29187,"$37,696",20.7
2012,29187,"$35,883",21.1
2011,29187,"$35,252",20.6
2010,29187,"$35,630",18.9
2009,29187,"$38,195",17.4
2008,29187,"$37,803",16.8
2007,29187,"$36,849",16.4
2006,29187,"$36,533",17
2005,29187,"$33,912",17.2
2004,29187,"$33,737",15.9
2003,29187,"$32,531",14.3
2002,29187,"$31,361",14.5
2001,29187,"$31,165",14.4
2000,29187,"$32,151",14
1999,29187,"$30,652",15
1998,29187,"$29,893",14.9
1997,29187,"$28,589",16.3
1996,29187,NA,NA
1995,29187,"$27,213",17.4
1993,29187,"$23,746",19.6
1989,29187,"$21,116",16.2
2015,29189,"$61,569",10.3
2014,29189,"$60,093",9.6
2013,29189,"$59,284",10.9
2012,29189,"$56,409",12.1
2011,29189,"$55,131",11.9
2010,29189,"$55,290",10.5
2009,29189,"$56,939",9.6
2008,29189,"$57,782",9
2007,29189,"$56,864",8.6
2006,29189,"$53,349",9.4
2005,29189,"$54,342",8.4
2004,29189,"$52,097",9.6
2003,29189,"$51,453",8.6
2002,29189,"$50,500",7.7
2001,29189,"$51,313",7.1
2000,29189,"$51,309",6.9
1999,29189,"$49,778",7.9
1998,29189,"$49,412",7.3
1997,29189,"$47,825",7.2
1996,29189,NA,NA
1995,29189,"$42,904",7.3
1993,29189,"$42,328",8
1989,29189,"$38,596",5.7
2015,29195,"$41,958",16.5
2014,29195,"$41,112",16.3
2013,29195,"$38,230",18.4
2012,29195,"$38,788",17.7
2011,29195,"$38,379",18.2
2010,29195,"$37,537",21
2009,29195,"$38,503",16.7
2008,29195,"$38,653",18
2007,29195,"$37,265",17.1
2006,29195,"$36,354",16.7
2005,29195,"$38,616",14.5
2004,29195,"$34,032",14.8
2003,29195,"$32,547",13.4
2002,29195,"$31,232",13.4
2001,29195,"$31,586",13.4
2000,29195,"$32,482",12.2
1999,29195,"$30,867",12.4
1998,29195,"$29,400",12.8
1997,29195,"$28,818",13.1
1996,29195,NA,NA
1995,29195,"$26,380",14.5
1993,29195,"$24,848",16.5
1989,29195,"$21,462",13.4
2015,29197,"$37,851",18.3
2014,29197,"$34,644",18.2
2013,29197,"$36,029",21.2
2012,29197,"$31,833",21.3
2011,29197,"$33,322",20.5
2010,29197,"$31,978",20.7
2009,29197,"$30,948",20.3
2008,29197,"$29,924",19.4
2007,29197,"$31,250",18.5
2006,29197,"$30,160",18.3
2005,29197,"$30,318",19
2004,29197,"$29,247",15.7
2003,29197,"$28,910",13.6
2002,29197,"$27,998",14.9
2001,29197,"$27,692",15.2
2000,29197,"$28,246",14.8
1999,29197,"$26,781",14.9
1998,29197,"$24,148",15
1997,29197,"$23,895",16.5
1996,29197,NA,NA
1995,29197,"$21,063",17.5
1993,29197,"$19,512",16.8
1989,29197,"$16,537",19.4
2015,29199,"$41,324",15.8
2014,29199,"$38,281",16.3
2013,29199,"$36,511",17.6
2012,29199,"$35,365",18.1
2011,29199,"$36,804",17.1
2010,29199,"$36,272",16.6
2009,29199,"$33,256",20.4
2008,29199,"$35,981",15.3
2007,29199,"$32,677",17.8
2006,29199,"$31,741",16.4
2005,29199,"$30,615",17.1
2004,29199,"$30,347",13.8
2003,29199,"$29,132",13.1
2002,29199,"$27,663",14.9
2001,29199,"$27,817",15.6
2000,29199,"$28,337",15.5
1999,29199,"$26,890",16.5
1998,29199,"$25,018",17.4
1997,29199,"$24,060",18
1996,29199,NA,NA
1995,29199,"$20,279",20
1993,29199,"$19,380",20
1989,29199,"$15,915",21.8
2015,29201,"$40,285",18.1
2014,29201,"$40,532",20.9
2013,29201,"$40,441",18.4
2012,29201,"$38,105",20.5
2011,29201,"$37,793",19.2
2010,29201,"$37,457",18.5
2009,29201,"$38,008",19.7
2008,29201,"$36,031",19.4
2007,29201,"$36,970",16.2
2006,29201,"$35,517",18.2
2005,29201,"$33,558",20.4
2004,29201,"$33,707",16.3
2003,29201,"$33,051",14.6
2002,29201,"$31,670",14.9
2001,29201,"$31,344",14.8
2000,29201,"$32,242",14.7
1999,29201,"$30,611",16
1998,29201,"$29,380",16.9
1997,29201,"$28,760",17.4
1996,29201,NA,NA
1995,29201,"$26,996",18.2
1993,29201,"$24,615",20.4
1989,29201,"$22,080",17.6
2015,29203,"$28,171",23.9
2014,29203,"$27,382",28.2
2013,29203,"$26,538",31.5
2012,29203,"$27,750",25.6
2011,29203,"$25,684",28.8
2010,29203,"$26,600",25.6
2009,29203,"$24,680",29.9
2008,29203,"$28,559",26
2007,29203,"$25,322",25.8
2006,29203,"$24,109",26.9
2005,29203,"$23,205",29.2
2004,29203,"$22,926",23.2
2003,29203,"$22,025",21.2
2002,29203,"$21,313",23.9
2001,29203,"$21,228",24.5
2000,29203,"$21,869",24
1999,29203,"$21,118",23.9
1998,29203,"$21,399",24
1997,29203,"$19,753",25.4
1996,29203,NA,NA
1995,29203,"$19,653",27.1
1993,29203,"$16,607",27.5
1989,29203,"$13,648",32.1
2015,29205,"$41,696",16.8
2014,29205,"$42,498",16.6
2013,29205,"$40,420",17.2
2012,29205,"$38,301",16.7
2011,29205,"$35,321",18.6
2010,29205,"$37,829",14.9
2009,29205,"$35,261",17.8
2008,29205,"$36,403",15.1
2007,29205,"$34,060",16.4
2006,29205,"$33,453",16.4
2005,29205,"$32,273",17
2004,29205,"$32,669",14.1
2003,29205,"$31,097",13.5
2002,29205,"$29,491",13.7
2001,29205,"$30,478",13.4
2000,29205,"$30,816",13.8
1999,29205,"$28,841",14.4
1998,29205,"$28,619",13.7
1997,29205,"$27,598",14
1996,29205,NA,NA
1995,29205,"$24,099",15.1
1993,29205,"$23,325",16
1989,29205,"$19,361",15.3
2015,29207,"$38,773",19
2014,29207,"$38,329",19
2013,29207,"$37,689",16.3
2012,29207,"$38,194",16.3
2011,29207,"$35,916",16.6
2010,29207,"$35,994",18.2
2009,29207,"$33,156",18.1
2008,29207,"$35,299",17.2
2007,29207,"$32,337",19.2
2006,29207,"$33,823",19.6
2005,29207,"$31,039",16.9
2004,29207,"$31,311",16.4
2003,29207,"$30,202",15
2002,29207,"$28,107",15
2001,29207,"$27,754",14.8
2000,29207,"$28,452",14.5
1999,29207,"$27,384",15.5
1998,29207,"$27,060",16.7
1997,29207,"$26,222",17
1996,29207,NA,NA
1995,29207,"$24,256",18.2
1993,29207,"$22,299",19.7
1989,29207,"$19,770",18.2
2015,29209,"$42,186",14.8
2014,29209,"$40,642",16.2
2013,29209,"$39,018",16.1
2012,29209,"$39,726",17.4
2011,29209,"$37,302",19.8
2010,29209,"$37,788",16.3
2009,29209,"$37,941",17.8
2008,29209,"$41,614",15.3
2007,29209,"$39,630",14.5
2006,29209,"$37,548",14.8
2005,29209,"$36,528",14
2004,29209,"$34,059",14.3
2003,29209,"$33,808",12.7
2002,29209,"$32,548",13.3
2001,29209,"$32,224",13.4
2000,29209,"$33,125",12.6
1999,29209,"$31,274",13
1998,29209,"$30,040",12.5
1997,29209,"$28,623",13.1
1996,29209,NA,NA
1995,29209,"$28,617",13.3
1993,29209,"$23,896",14
1989,29209,"$19,036",15.6
2015,29211,"$41,405",17.4
2014,29211,"$36,642",17.7
2013,29211,"$37,039",16.5
2012,29211,"$37,056",18.3
2011,29211,"$36,039",16.4
2010,29211,"$33,932",17.6
2009,29211,"$32,899",20
2008,29211,"$34,628",17
2007,29211,"$32,936",18.6
2006,29211,"$29,121",20.8
2005,29211,"$29,383",18.8
2004,29211,"$29,426",15.8
2003,29211,"$26,791",14.8
2002,29211,"$26,584",15.2
2001,29211,"$26,878",16.2
2000,29211,"$27,491",15
1999,29211,"$26,140",15.2
1998,29211,"$26,169",16
1997,29211,"$23,817",17
1996,29211,NA,NA
1995,29211,"$21,537",17.6
1993,29211,"$18,479",19
1989,29211,"$15,809",20.7
2015,29213,"$39,320",16
2014,29213,"$35,731",18.7
2013,29213,"$34,860",19.7
2012,29213,"$35,613",19.9
2011,29213,"$36,176",19.7
2010,29213,"$34,281",20
2009,29213,"$37,319",15.8
2008,29213,"$39,979",14.6
2007,29213,"$37,468",13
2006,29213,"$32,418",16.1
2005,29213,"$33,580",14.2
2004,29213,"$31,919",14.2
2003,29213,"$31,065",13.3
2002,29213,"$30,185",14
2001,29213,"$30,240",14
2000,29213,"$31,267",12.9
1999,29213,"$29,546",13.5
1998,29213,"$27,943",13.1
1997,29213,"$27,001",13.1
1996,29213,NA,NA
1995,29213,"$27,623",12.3
1993,29213,"$23,435",12.7
1989,29213,"$19,293",13.6
2015,29215,"$34,935",23.3
2014,29215,"$33,755",21.5
2013,29215,"$34,266",25.4
2012,29215,"$32,116",26.4
2011,29215,"$32,193",21.9
2010,29215,"$32,076",23.8
2009,29215,"$31,743",24.4
2008,29215,"$29,678",22.6
2007,29215,"$29,587",21.1
2006,29215,"$28,432",23.1
2005,29215,"$27,893",21.6
2004,29215,"$27,193",20.2
2003,29215,"$26,138",18.5
2002,29215,"$24,957",20.4
2001,29215,"$24,782",20.6
2000,29215,"$25,369",19.4
1999,29215,"$24,532",18.3
1998,29215,"$23,806",18.9
1997,29215,"$22,773",20.7
1996,29215,NA,NA
1995,29215,"$20,972",22.4
1993,29215,"$18,890",22.4
1989,29215,"$16,664",20.6
2015,29217,"$40,186",18.5
2014,29217,"$40,267",17.5
2013,29217,"$35,090",21.5
2012,29217,"$38,242",18.8
2011,29217,"$37,342",20.5
2010,29217,"$34,985",19
2009,29217,"$33,790",21.1
2008,29217,"$32,919",20.5
2007,29217,"$34,320",18.9
2006,29217,"$33,750",19
2005,29217,"$31,564",19.1
2004,29217,"$31,583",16.5
2003,29217,"$30,476",15
2002,29217,"$29,438",15.5
2001,29217,"$29,566",15.2
2000,29217,"$30,190",14.8
1999,29217,"$28,743",15
1998,29217,"$26,436",16.5
1997,29217,"$26,489",16.4
1996,29217,NA,NA
1995,29217,"$24,139",17.5
1993,29217,"$22,614",18.7
1989,29217,"$19,742",16.1
2015,29219,"$51,933",12.3
2014,29219,"$52,959",12.8
2013,29219,"$52,517",11.7
2012,29219,"$49,068",13.3
2011,29219,"$50,773",12.8
2010,29219,"$49,157",12.7
2009,29219,"$49,201",11.6
2008,29219,"$45,779",10.9
2007,29219,"$50,986",9.7
2006,29219,"$49,714",11.1
2005,29219,"$45,759",9.7
2004,29219,"$46,883",10.1
2003,29219,"$44,546",9.1
2002,29219,"$43,382",8.6
2001,29219,"$42,102",8.2
2000,29219,"$42,508",8
1999,29219,"$40,465",8.6
1998,29219,"$39,739",8.5
1997,29219,"$38,839",8.5
1996,29219,NA,NA
1995,29219,"$36,374",9.6
1993,29219,"$32,787",11.2
1989,29219,"$27,913",7.4
2015,29221,"$37,986",20.7
2014,29221,"$34,581",25.5
2013,29221,"$33,491",26.2
2012,29221,"$33,397",23.2
2011,29221,"$30,896",26.6
2010,29221,"$32,823",24
2009,29221,"$32,620",24.8
2008,29221,"$32,546",24.1
2007,29221,"$33,197",21.7
2006,29221,"$32,298",20.6
2005,29221,"$30,778",25.1
2004,29221,"$29,094",20.7
2003,29221,"$28,153",18.3
2002,29221,"$26,932",20.1
2001,29221,"$26,830",19.5
2000,29221,"$27,644",19.4
1999,29221,"$26,537",20.2
1998,29221,"$25,590",21.3
1997,29221,"$24,649",23.5
1996,29221,NA,NA
1995,29221,"$23,334",26
1993,29221,"$20,218",28.1
1989,29221,"$18,829",24.9
2015,29223,"$32,566",24.3
2014,29223,"$30,721",26.4
2013,29223,"$31,208",26.3
2012,29223,"$30,729",27
2011,29223,"$28,066",25.7
2010,29223,"$28,626",23.4
2009,29223,"$27,618",25.3
2008,29223,"$27,249",25.3
2007,29223,"$27,931",23.5
2006,29223,"$29,655",23.8
2005,29223,"$26,053",22.9
2004,29223,"$25,432",21.7
2003,29223,"$24,022",20
2002,29223,"$23,214",22.4
2001,29223,"$23,007",23.2
2000,29223,"$23,875",21.8
1999,29223,"$22,735",21.3
1998,29223,"$19,828",22.8
1997,29223,"$18,786",25.4
1996,29223,NA,NA
1995,29223,"$18,180",28.2
1993,29223,"$15,442",27.5
1989,29223,"$12,959",27.5
2015,29225,"$43,418",19.2
2014,29225,"$41,561",17.8
2013,29225,"$44,069",19.5
2012,29225,"$42,285",17.5
2011,29225,"$39,261",19.7
2010,29225,"$42,966",17.2
2009,29225,"$39,209",17.4
2008,29225,"$40,117",16.3
2007,29225,"$38,319",16.8
2006,29225,"$37,889",17.3
2005,29225,"$36,766",17.1
2004,29225,"$35,895",14.6
2003,29225,"$34,304",13.9
2002,29225,"$32,805",14.7
2001,29225,"$32,177",15.1
2000,29225,"$32,733",14.1
1999,29225,"$31,215",14.3
1998,29225,"$30,233",15
1997,29225,"$28,577",15.5
1996,29225,NA,NA
1995,29225,"$27,494",16.1
1993,29225,"$24,562",17.4
1989,29225,"$20,834",14.2
2015,29227,"$43,443",15.9
2014,29227,"$38,802",15.5
2013,29227,"$37,832",15
2012,29227,"$35,127",16
2011,29227,"$38,105",15.9
2010,29227,"$34,246",15.8
2009,29227,"$31,617",16.3
2008,29227,"$44,078",14.6
2007,29227,"$34,017",16.7
2006,29227,"$31,198",15.9
2005,29227,"$30,070",16.2
2004,29227,"$29,408",13.8
2003,29227,"$27,817",13
2002,29227,"$27,616",13.9
2001,29227,"$27,474",15
2000,29227,"$28,081",14.5
1999,29227,"$26,636",14
1998,29227,"$24,876",15.9
1997,29227,"$23,440",19.1
1996,29227,NA,NA
1995,29227,"$19,901",21.1
1993,29227,"$16,925",20.9
1989,29227,"$15,099",20.8
2015,29229,"$32,634",24.1
2014,29229,"$31,600",22.7
2013,29229,"$29,605",29.1
2012,29229,"$30,349",25.6
2011,29229,"$27,007",28.7
2010,29229,"$29,608",23.9
2009,29229,"$27,612",29.4
2008,29229,"$28,561",23.2
2007,29229,"$28,332",24.8
2006,29229,"$28,179",24.3
2005,29229,"$26,788",24.1
2004,29229,"$26,554",20.3
2003,29229,"$25,611",18.7
2002,29229,"$24,727",20.2
2001,29229,"$24,770",19.7
2000,29229,"$25,869",19.1
1999,29229,"$24,913",19.9
1998,29229,"$23,641",19.8
1997,29229,"$22,330",20.5
1996,29229,NA,NA
1995,29229,"$20,597",22.1
1993,29229,"$18,676",23.3
1989,29229,"$16,363",23
2015,29510,"$37,948",25.5
2014,29510,"$35,681",28.8
2013,29510,"$34,346",27.2
2012,29510,"$32,084",29.3
2011,29510,"$32,576",27.2
2010,29510,"$32,767",27.7
2009,29510,"$34,065",26.5
2008,29510,"$33,993",23.5
2007,29510,"$33,698",23
2006,29510,"$30,780",26.7
2005,29510,"$30,629",26
2004,29510,"$28,069",24.6
2003,29510,"$28,209",21.5
2002,29510,"$27,797",21.6
2001,29510,"$27,923",21
2000,29510,"$28,731",20.6
1999,29510,"$26,962",22.4
1998,29510,"$27,331",24.1
1997,29510,"$26,364",25.7
1996,29510,NA,NA
1995,29510,"$23,679",29.5
1993,29510,"$21,441",32.5
1989,29510,"$18,335",30.6
2015,30000,"$49,650",14.4
2014,30000,"$46,608",15.2
2013,30000,"$46,893",16.1
2012,30000,"$45,030",15.6
2011,30000,"$44,011",15.2
2010,30000,"$42,303",15.2
2009,30000,"$42,222",15
2008,30000,"$43,948",14.1
